name,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00
Tyga,19207827,22436867,21330030,19326554,20173301,22230843,30088554,35208166,36876841,35572156,32354177,31432331,32264844,34005075,33057356,33701983,39610304,36797501,38593371,39893979,37702933,37226904,34871763,33095715,31158699,30520521,30503985,28997528,28984396,28158502,28788286,29725938,30878780,30293148,28775388,27423429
Band Aid,19174985,271762,107105,87518,82554,84790,92050,113053,131951,260871,589086,4660941,18832489,468703,117379,105934,108472,109841,112172,144242,179508,390992,692611,4926450,25122483,523340,149120,119561,116571,120235,118799,148677,185908,332743,673134,6301968
Little Mix,19035393,17663709,17645570,17663338,17038210,15702372,17157900,17006161,16786250,16690946,15964704,16126384,18506342,15535494,15560335,16084511,17194098,17258780,16872014,17557476,18251830,17396405,19259522,21099086,21884663,20474422,20354417,19483684,19551278,23620929,27754420,29182908,28044400,25553759,23631726,23659736
Wiz Khalifa,19033990,19322982,20427199,19822271,19721008,19807674,20175194,20393499,20707026,20328124,20426912,19811468,20932503,21485900,21952979,23390622,25135076,25203935,26002213,26110283,25167822,24894019,24938722,24256843,26175324,28007253,28769734,29611686,29764985,30338512,29316149,28494560,28170003,27037679,27140006,26253083
Ty Dolla $ign,18886735,23329737,26030643,23265674,21701967,25147235,23162237,20160314,21840625,26408154,23844840,22534665,21953009,23434367,23927575,23884579,24513823,24551252,24532860,29550566,26938491,26247649,28154472,28353715,25353407,26579663,28375005,28924505,28157042,26498598,30733360,32229503,33056269,32336483,32074905,31968637
21 Savage,18772495,21989992,23808111,19502943,17310684,16456562,16082880,15046339,14630523,14531820,14201591,17165914,16339355,16044393,15089007,15760347,15814714,15920472,16192837,15408573,15247920,14996874,22606038,19091415,18450741,18943483,19768405,19418158,18736481,28242658,24086663,22321051,21403893,28489045,26637169,25898892
Charlie Puth,18672669,19427942,19361769,19239777,18976375,18922591,19240994,18939126,22051169,23808902,22187757,20885657,21057444,21051270,21229987,20589733,21315264,24440909,25664421,25935342,25810967,24365169,22984529,22841465,21761379,22632778,22914506,22879473,23176122,23610114,24264085,24585147,24251718,24846094,24926475,24564339
Gucci Mane,18479672,18802651,17736079,17017545,15320461,14804905,17777990,14868977,13870463,13813463,15177295,13644908,14139812,13362504,12724977,11762408,11148443,11593076,12668342,12130547,11464107,10968970,11565177,11130806,10677901,10833560,11228808,11741329,12208771,12261055,12872911,11857626,11702082,11210910,11573216,11383347
George Ezra,18449870,14755099,14356906,14116377,14520901,13597467,13358118,12904138,12279998,11638076,11395507,11968686,15911926,11362643,11019180,10942283,11343514,11340084,11263753,11497296,11153052,10498653,10461494,11277097,14393707,9925382,10009060,10089198,10492440,10337089,10135568,10005009,9793543,9679736,9687242,10361329
Nat King Cole,18321479,1961456,2133152,2238172,2056856,2028917,2122984,2181797,2403321,2609730,3201486,6672726,21041648,2999900,2875345,2824408,3199243,3402976,3350359,3340542,3555151,3872415,4348752,10061354,25037784,4160636,4241105,4029312,4087580,4075811,4057490,4122732,4470218,4953127,5433334,13755984
Avicii,18317545,19122965,18586526,18275997,30742195,35386547,40060353,34489655,30967685,27236307,25893782,24868438,27706951,29161056,30865456,27569349,27487370,26749779,27046338,26643169,25822510,24539453,24954904,23844515,23150482,24486162,25467102,25767914,26902545,27966223,28542135,28372999,28033409,27641503,27262421,26809140
Adele,18307552,19223132,19269463,18746339,19050792,19496193,19504486,19363649,19757956,19956414,20458710,20588180,21889379,22202556,22986370,21930418,21791235,22454554,22188729,22340422,22478363,22627151,24449125,23722410,22191277,23549883,25233768,24922714,25387186,25354238,24303973,24258487,25051456,26614187,57924610,68270034
Alan Walker,18222155,18430009,18308070,20312268,24559972,24237817,22627821,22458657,22401379,21004785,21104860,20102006,21103064,25444779,25816220,23767113,23744227,23167429,22058787,21626591,21409744,20164332,19904596,19101083,19676118,20255265,22842023,22703154,22653854,22594290,24180859,24236465,23921655,24791566,23832504,24008159
Nicky Jam,18191514,18538457,19531590,21563716,24791485,25768466,27143740,27345985,27534946,26118654,24677806,26250597,26273841,28422978,28571510,26445293,24203013,25914672,25867001,27707418,27128193,26069500,24443906,24586328,25073697,24300310,25348942,25233941,25673339,25333698,26625636,30732969,28853577,27426643,25330738,23926935
Migos,18185195,18736199,21701232,21837335,20532063,19660495,20066307,18732922,18693573,18215735,17514831,16943022,17244513,16925447,19430819,17655181,16357421,20045325,20382482,19431496,19187629,18678937,17682098,17367146,16511309,16570752,17132787,17406048,17338417,20662586,25030919,21660616,19876078,18665000,18907748,17813979
Justin Timberlake,17957168,18619304,18704540,18219944,18176655,18303655,18735591,18746899,18577619,17653020,17785966,17636879,18038435,19133264,21932084,26520467,24859574,23890460,23554942,22439909,22052045,21362568,21440763,22292460,23503234,24433791,25985853,25451612,25555752,25824482,24816844,24404101,23828039,23092946,23178292,23159333
Julia Michaels,17791786,19693901,22750997,21736472,20813693,20430350,19189520,19785617,17844198,17995703,17472061,17136352,16537468,16570383,17989134,21545446,24471308,24946451,22458251,21280585,19847184,19455679,21131034,20012415,20422953,19449481,18849151,18881404,20032981,20690037,21114674,20920380,20192910,19794020,19810832,19324821
Stevie Wonder,17711427,9955409,10472888,10173128,10649723,10775285,12077889,14767721,13726919,12166694,12401896,13827476,20566488,12185856,12696929,12712611,13851574,14109184,15006225,14355265,14132597,14096323,15107895,16742582,23688591,14628034,15531353,15295345,15784999,15723441,15455278,15220987,15002944,15138566,16728542,18003791
Steve Aoki,17536325,17121974,16637907,17251095,16848835,16648229,16535421,16989748,16263406,16919726,16488556,15958842,16135887,18211319,19316399,18699941,17903231,17781462,16817863,17217357,16815316,16252936,15716780,16136557,15592799,15959643,16952448,17168950,17330808,17277267,17390044,16948049,16143574,16159407,16353474,15422871
OneRepublic,17070064,15891198,16114991,19439206,19041181,23703177,28213862,27232336,26396393,27819948,25008013,23828738,24882955,23744408,23775402,25745717,26247750,30648086,35355436,32804579,30227840,27799876,27835860,26882566,26275024,26076569,26740606,26726945,27014944,32421417,34111232,34287515,33922904,33100842,30797668,31143002
Paulo Londra,16972794,18321552,17435836,15411840,15378567,16424857,17266364,20426909,17260337,15843127,14681443,13446988,14227393,13330154,12353735,11053527,10084460,10136415,9690340,9343768,9134317,8743209,8714980,8438095,8067556,8047163,8473337,8396981,8418494,8305858,8335802,8367058,8593457,9386232,9297198,9478799
Jess Glynne,16958720,17673212,17118395,16644020,15457503,15983997,17099503,15637930,14513896,13961252,13512266,12785087,12911551,12754442,12385732,12254077,12604838,12501842,12207572,11871703,12700658,11709160,11372271,11041038,9922069,10656306,11311898,11846075,12304759,11709803,11340680,10804539,10691622,10554557,10420240,9925586
Ava Max,16864986,21315442,21137621,23397934,23769932,23273743,19884794,17615606,19205489,18386386,18073964,19726235,23410992,28420786,28184474,28107436,30236292,31347835,32005627,31814702,33743010,32572728,29876233,29302456,34213818,27987246,29059853,31111885,31167679,29174733,28588416,27526973,27371204,27757158,26529650,31193129
DJ Khaled,16796574,16865031,16351158,16198251,15859475,23697769,24254401,21135164,19575456,18544343,17691818,16597913,16949321,16972297,16930527,15419981,14929510,15127168,15389903,26984739,28687539,31666160,28718114,24632622,21384791,21901862,22379405,22348779,22169198,32935254,27343696,25561343,24159066,22883284,21398539,21417190
G-Eazy,16584625,17101704,16881292,17509405,18023951,17806255,17785579,17611566,17094722,16437932,17837641,16641982,16821839,16181091,18598916,18664282,18426464,20117959,19664032,18719978,19145727,19695475,19948396,18958240,18307080,18583927,20713578,19540687,19025950,18404841,17655920,17698358,20662907,20822153,18875684,17457605
Quavo,16583683,16623882,15768838,14956234,13868824,14441967,16300033,14226826,13665731,13388280,12224045,11149177,10603675,10484145,10443043,10113874,10890636,10457754,10073698,9446778,8768435,9666864,9022911,9223638,8435333,7925292,7914561,7792144,7753337,8245392,7621367,8080050,7730604,7108834,7992674,7559409
Bazzi,16554200,17491059,17277356,15373808,20777931,22431173,21222679,21588120,24286798,22311014,21270760,19763073,18732350,18466597,18546983,22288138,21756256,20777298,19821632,20384219,19565878,18814634,17392393,16242824,15070778,15274654,15214670,15696778,16247027,15561816,14840319,15248263,16289244,15509183,14779760,14397685
Band Aid 20,16431104,701443,88944,66230,62869,65231,70446,89943,105528,216402,491708,4333553,15098644,254539,96034,88874,90228,91932,93433,118301,147673,336422,650336,5604665,20829721,387216,143608,115761,112968,117222,116218,145411,183084,328593,665103,5906532
Tiësto,16407754,17294216,16770373,17053223,17273332,16607905,23231899,23750338,21972472,21241769,21291494,20619504,21217952,22003855,22078744,21432769,22525708,22484467,22677092,22513146,22178789,20984831,21664986,25218712,26308516,30971843,33802536,35614240,36925418,34969175,33362441,31294453,33119737,35314351,36087506,36393385
Lil Baby,16398240,16762848,15873510,14313395,13213670,12478404,14095428,15196062,15232110,15925059,15386384,16787651,16854665,18292252,20286931,20318261,17525786,17243805,20716944,20516252,19462466,21891567,19932099,17988455,19924968,19318501,19024249,25266823,22058065,26901915,26245315,24518003,23106271,38045599,26209279,23724261
Jessie Reyez,16396634,16979704,15377693,13800755,14048897,13880992,13442645,13398161,13610464,13904808,13816258,13199396,12797813,13389086,13072729,12658459,12884930,12062602,11486966,10872160,11284900,11019330,10138116,9970315,9180793,9104437,8985449,8757554,8370317,8073978,8375652,8421138,8639495,8386200,7992060,7624910
5 Seconds of Summer,16345295,20619141,26045561,25264201,23453375,23675892,25721790,25671636,26098401,27210178,26357700,24988773,23119800,22507956,26880098,25834731,24685810,22601624,22222278,21204091,20702240,20139782,19331023,18618544,17741871,18500791,18722369,19033175,19590097,19436319,19459068,18401220,18477332,18317085,18538380,18093216
Lauv,16297526,19339604,25334408,26879350,26241056,25693332,23494840,22031759,27261104,28859326,30347732,30226298,29216138,30374501,28581100,30293406,26830787,26839325,26076169,27134668,26641312,26709020,27898248,26070324,23291646,24616302,23935216,23008888,22827793,22041520,21378865,20102995,20180492,19899953,19818482,19670419
Robin Schulz,16276650,18370651,20399571,19948043,18959224,19382797,20373042,20159723,19870061,18111618,17034515,16283235,17017640,18590959,19119828,21768400,22921987,23050658,22621912,25227393,24981537,22756109,21004733,21021150,22027740,24431982,23835114,23911947,24000455,23484440,23635112,23148192,22831068,21852170,21044396,21213179
Tony Bennett,16257903,2106521,2328114,2094667,2012724,1956049,1929929,2006315,2083216,2229628,2705389,5820074,15842343,2411236,2272392,2267269,2346829,2282818,2189653,2172419,2254726,2502705,2776749,6577388,15913430,2611755,2688852,2514002,2468944,2416985,2313854,2402549,4173296,3809512,4359690,7726407
Skrillex,16183531,15303844,15405058,13839597,13272942,12625392,13286501,17348395,15605801,15465230,14568478,13871079,14325101,14313432,14152845,13549282,13260311,13175470,13109563,20265730,16820587,15813144,15564486,14595576,13374549,13502186,13801625,14014001,13932519,15327216,15303394,21231041,30664308,34294108,29639670,24348294
Brett Eldredge,16151309,2796615,2731663,3019962,3247914,3504259,3427256,3048202,2920327,2870807,2930452,5315818,12747228,2265793,2326835,2380952,2690282,2930191,3011888,3087016,2950768,3033013,3142730,7811022,18452923,2732232,2578573,2683332,2812647,2909833,3082960,3051025,2841910,2727746,2850363,6727497
Katy Perry,16105405,16781758,22092370,23342111,24324360,25486619,37285939,35911653,35938108,30475729,32408311,30244363,33410228,29096711,29040932,31568682,29626074,36178714,36280833,36335655,36143188,35435461,34769770,34970355,38168148,33358084,35193324,34843634,35610442,37734544,37048886,36019506,35465662,35888083,38058641,39455425
Red Hot Chili Peppers,16071551,16332135,16552973,16799959,16856802,17066707,17814221,18225164,18016769,17362544,17440390,17133172,17914738,18214304,18250408,18106362,17850956,18506014,18974810,20033137,20170709,19611013,20476268,19562648,19140502,19255949,20149066,20495842,21054910,21335787,21746475,21856261,21963512,21912166,22123939,21622302
Chris Rea,15999013,714883,594739,612111,600120,602691,633633,681099,722225,830202,1223441,4342822,16337276,1550656,934206,871720,943174,982335,1085909,1047222,1113395,1238795,1628190,6934032,22901136,1759947,1173572,1175442,1204643,1225245,1208530,1261970,1406724,1580240,1949251,7550961
Bruce Springsteen,15833058,7629651,7627186,7691194,8287352,8975756,10115061,10624068,10368249,9907188,10308484,12228585,19342006,10443852,10718165,11000475,11634490,12021701,12066198,12750421,12213423,12453649,12988857,15113689,20315252,12648361,12850067,13062007,13503356,13477218,13450027,14131179,13941097,13186180,13792100,16282777
P!nk,15715244,16332450,18698589,22874803,25305224,25911258,23435815,22653679,22090482,21614713,22176707,21233550,20784999,21668599,21796982,21287701,20993299,20883759,20953550,20930373,20564899,22198489,23480425,23247611,21863345,23674579,26060590,27648831,31433767,34045588,31394908,29921063,28555201,27454890,27963621,27271329
Hailee Steinfeld,15627909,16513105,17086449,18005873,16478345,18351414,17538766,14932316,14229832,14763332,14341063,13696900,13677155,16205420,14970962,15031787,15943995,16817246,16047937,15636877,14771248,14282872,14067979,13430593,13012731,13504793,13638135,13604285,13771242,13352871,12564982,11591614,11212589,11289979,11211961,11032380
Alesso,15555109,16390590,15508031,16013836,15726654,16879216,19178851,17182970,15079835,14771537,14227867,13704554,13766658,13830987,13384327,13526535,16032172,15932313,16013334,15288261,14458498,13723092,13659013,13375795,13044727,13182557,13428799,16250119,17482488,17486634,17205855,16028024,17711405,16754308,17050935,16320959
